Transaction ID,Date,Student Name,Department,Program Type,Region,Tuition,Discount,Quantity,Payment,Payment Method
TXN10784,09 Apr 2024,Student_0331,None,Diploma,North,2584.93,0,4,10339.73,Credit Card
TXN10337,2024/12/27,Student_0630,Law,Graduate,North,19545.4,1535.97,3,54028.29,Credit Card
TXN10579,06/13/2023,Student_0479,Medicine,Diploma,South,5234.36,0,5,26171.8,Cash
TXN10165,07/08/2024,Student_0172,Education, Certificate,  West  ,2285.76,0,1,2285.76,Loan
TXN10099,08-08-2022,Student_0292,Law,Graduate,South,19545.58,0,1,19545.58,Scholarship
TXN10382,"May 17, 2024",  -  ,Business,Diploma,,5022.97,0,2,10045.93,Scholarship
TXN10493,2024/03/13,Student_0781,Medicine,PhD,East,18169,0,5,90844.37,Cash
TXN10255,02 Dec 2024,Student_0628,Business,PhD,Central,18034.16,0,1,18034.16,Bank Transfer
TXN10641,"November 28, 2023",Student_0363,Law,diploma,East,1841.71,368.05,3,4420.96,Bank Transfer
TXN10178,2024-02-04,Student_0330,Sciences,,North,2913.32,0,5,-14566.598001625414,Scholarship
TXN10792,2023-01-08,Student_0732,Medicine,Undergraduate,South,10400.31,0,3,31200.94,Loan
TXN10422,09/12/22,Student_0580,Sciences,PhD,East,24791.02,0,4,99164.09,Scholarship
TXN10076,"October 20, 2024",,Sciences,Graduate,South,,0,1,15667.42,Cash
TXN10274,22 Aug 2024,student_0052,  Engineering  ,Graduate,South,11736.53,1806.04,1,9930.49,Credit Card
TXN10380,10/18/2023,Student_0423,Medicine,Undergraduate,  North  ,11650.11,0,3,34950.33,Loan
TXN10010,04/13/2024,STUDENT_0097,Business,Certificate,West,"$1,848.08",1502.03,2,$692.10,Credit Card
TXN10002,2023-11-21,Student_0095,Education,Undergraduate,East,10252.37,0,3,30757.12,Loan
TXN10059,07-06-2023,Student_0157,Arts,CERTIFICATE,NORTH,2569,0,3,7705.64,Loan
TXN10577,27 Jan 2023,Student_0774,Business,Undergraduate,East,8741.51,0,3,26224.53,Bank Transfer
TXN10223,2024-13-45,Student_0044,Engineering,Undergraduate,Central,11281.69,1416.46,5,49326.16,Bank Transfer
TXN10238,07 Jul 2022,Student_0634,Law,Certificate,  North  ,1990.53,0,2,-3981.0614196580627,Bank Transfer
TXN10095,20-05-2023,Student_0572,Law,PhD,East,30439.8,0,5,152198.98,Credit Card
TXN10500,N/A,Student_0331,Medicine,PhD,South,31533.73,0,4,126134.91,Cash
TXN10713,01-11-2023,Student_0482,Arts,Certificate,Central,1661.27,0,3,4983.8,Scholarship
TXN10564,06/01/23,Student_0319,Business,None,North,6628.76,0,1,6628.76,Bank Transfer
TXN10648,31-05-2024,STUDENT_0512,Business,Certificate,East,2618.16,0,3,7854.49,Cash
TXN10155,09-05-2023,Student_0547,Medicine,  Certificate  ,South,1393.58,0,2,2787.16,Bank Transfer
TXN10341,04/25/22,Student_0547,Business,Undergraduate,West,4926.98,694.19,3,12698.38,Scholarship
TXN10180,03/18/22,Student_0656,Business,,North,,0,1,16808.92,Loan
TXN10204,19 Aug 2023,Student_0069,Law,Graduate,East,17595.92,1734.05,6,"$95,171.21",Bank Transfer
TXN10367,01/14/2022,Student_0486,Arts,PHD,East,31383.22,0,4,125532.86,Loan
TXN10120,23 Jun 2022,Student_0573,Medicine,Diploma,South,5029.97,0,3,15089.92,Bank Transfer
TXN10446,2024-09-29,Student_0542,Education,Undergraduate,East,11330.72,0,5,56653.61,Credit Card
TXN10562,26 Jun 2023,Student_0591,Sciences,PHD,West,25247.11,0,4,100988.45,Cash
TXN10325,2022/07/22,Student_0593,Education,Graduate,East,14007.61,,5,70038.06,Loan
TXN10685,04-09-2022,  Student_0752  ,Arts,PhD,Central,24693.95,0,6,,Credit Card
TXN10774,2022/02/19,null,Education,PhD,CENTRAL,21753.63,0,1,21753.63,Loan
TXN10314,2022/10/29,Student_0579,Medicine,Diploma,North,2990.76,-1469.8124418556865,3,4562.85,Scholarship
TXN10491,2024-03-21,Student_0384,Business,Undergraduate,East,10707.08,0,4,,
TXN10259,"March 27, 2022",Student_0753,Education,Certificate,Central,2042.65,1438.15,2,1208.99,Scholarship
TXN10798,2022-01-03,Student_0684,Law,PhD,  West  ,"$32,979.88",0,4,131919.51,CASH
TXN10629,23 May 2024,Student_0027, Law,Certificate,West,-741.2585293503977,0,1,741.26,Scholarship
TXN10710,09/06/24,STUDENT_0220,Arts,Graduate,Central,"$19,048.78",0,2,38097.56,Cash
TXN10597,2024-10-27,Student_0614,Sciences,,Central,1525.73,0,2,3051.47,Loan
TXN10205,10/10/23,,Arts,Certificate,West,2040.86,0,5,10204.28,Scholarship
TXN10024,10/30/24,Student_0562,Sciences,Undergraduate,West,4200.05,0,4,16800.21,Bank Transfer
TXN10736,21 Jul 2022,Student_0556,Medicine,Graduate,Central,10684,0,4,42734.01,Cash
TXN10499,"October 15, 2023",Student_0111,Law,Graduate,East,13853.98,1789.14,5,60324.19,Credit Card
TXN10254,2022-11-18,Student_0356,Engineering,Undergraduate,Central,"$5,226.53",0,4,20906.12,Cash
TXN10295,05/04/23,  Student_0399  ,Law,Certificate,Central,973.66,0,,5841.97,Credit Card
TXN10132,03/08/22,Student_0270,Medicine,Certificate,North,1046.35,0,3,3139.06,Loan
TXN10160,05/09/2024,Student_0424,Arts,Undergraduate,North,5309.92,0,1,5309.92,  Scholarship  
TXN10073,2022/11/28,Student_0205, Sciences,Diploma,West,3577.56, 707.1891188667958 ,5,14351.85,CREDIT CARD
TXN10680,10/15/24,Student_0163,Engineering,Graduate,South,8196.67,0,3,24590.02,Scholarship
TXN10599,2022-05-24,None,Medicine,Certificate,  West  ,2103.45,0,2,-4206.896301774579,Loan
TXN10574,2022-09-27,Student_0430,education,Diploma,North,1967.49,0,6,11804.96,Cash
TXN10329,2022/10/29,student_0466,Arts,Certificate,,1689.57,1285.7,4,,Bank Transfer
TXN10383,24-05-2022,Student_0092, Medicine, Graduate,Central,18088.21,0,6,108529.26,Credit Card
TXN10196,2024-11-18,TBD,Arts, Graduate,Central,,0,2,,  Loan  
TXN10270,"December 06, 2022",Student_0621,Arts,Graduate,East,18088.87,unknown,6.0,103670.37,Credit Card
TXN10034,01/10/2024,,Education,Diploma,North,3860.87,0,2,7721.73,Cash
TXN10573,invalid,Student_0722,Medicine,Undergraduate,North,5457.25,1364.99,4,16369.03,Scholarship
TXN10317,11-12-2024,Student_0068,Business,Certificate,North,2588.78,0,2,5177.56,Bank Transfer
TXN10405,"November 08, 2023",Student_0645,Arts,Diploma,West,2967.36,0,2,5934.72,Cash
TXN10721,10/03/24,Student_0537,,Certificate,West,2037.63,0,2,4075.26,Scholarship
TXN10368,2024/11/23,Student_0699,,Graduate,North,17621.22,$944.14,4,66708.35,Bank Transfer
TXN10007,02/12/2023,Student_0383,Medicine,Graduate,Central,18951.53,0,6,113709.2,Credit Card
TXN10363,11/05/2024,Student_0602,Engineering,Certificate, West,903.33,1507.18,3,-1811.53,Credit Card
TXN10162,2023-05-02,Student_0051,Arts,Undergraduate,North,4849.95,0,6,29099.73,BANK TRANSFER
TXN10637,23-03-2022,Student_0663,Arts,Graduate,None,14961.46,1476.75,4,53938.86,Cash
TXN10425,2022/12/11,,  Education  ,PhD,Central,17854.27,1547.71,6,97839.33,Bank Transfer
TXN10222,07/06/2023,Student_0765,Engineering,PhD,South,26091.03,0,3,78273.09,Loan
TXN10350,04/01/2022,Student_0512,Engineering,Graduate,West,11807.81,0,3,35423.43,Credit Card
TXN10786,"January 07, 2022",Student_0697,Arts,Certificate,South,"$2,323.15",0,6,13938.92,Loan
TXN10630,2023/03/31,Student_0018,Education,Undergraduate,South,11745.12,null,2,23490.24,Loan
TXN10273,11/02/2022,student_0281,Arts,Graduate,North,11319.79,774.47,6,63271.95,Credit Card
TXN10767,2023-05-09,Student_0488,Arts,Undergraduate,North,11312.1,0,3,33936.31,CASH
TXN10611,15 Nov 2023,Student_0363,Business,PhD,Central,33656.87,0,3,100970.61,Credit Card
TXN10454,09/01/22,Student_0501,Engineering,PhD,East,18206.25,558.19,6,105888.39, Scholarship
TXN10678,10-09-2024,Student_0512,Law,Diploma,South,5816.83,0,4,23267.33,Credit Card
TXN10072,21-04-2024,Student_0693,Business,Certificate,West,905.62,0,6,5433.71,Bank Transfer
TXN10740,2024-11-20,Student_0509,Business,null,South,16298.85,0,2,32597.7,Scholarship
TXN10650,21 Jun 2024,Student_0791,Engineering,PhD,North,32441.94,0,5,-162209.7094976761,Credit Card
TXN10129,08/28/2022,Student_0383,Medicine,PhD,South,26803.37,0,1,26803.37,Bank Transfer
TXN10261,2024-07-12,Student_0184,Engineering,Certificate,WEST,2306.62,0,4,9226.47,CASH
TXN10616,"March 07, 2022",Student_0335,Engineering,Diploma,North,5608.42,0,5,28042.1,Loan
TXN10237,2022/04/17,Student_0683,medicine,Diploma,,2049.64,0,2,4099.27,Cash
TXN10028,2022/05/21,,Arts,Certificate,North,2587.28,0,3,7761.83,Scholarship
TXN10297,2022-08-06,Student_0510,Arts,  Undergraduate  ,South,10386.65,0,5,51933.27,Loan
TXN10239,13-02-2024, Student_0742,Education,Diploma,West,4400.91,825.17,6,21454.41,Credit Card
TXN10596,2023/08/10,Student_0461,Medicine,PhD,North,25712.54,905.91,4,99226.52,Scholarship
TXN10727,05/24/2023,Student_0656,None, PhD,East,30663.15,1032.33,2,59261.64,Scholarship
TXN10334,10-03-2024,STUDENT_0587,Arts,Certificate,South,551.01,0,3,1653.02,Credit Card
TXN10377,26 Jun 2024,Student_0285,Law,Diploma,Central,4306.15,897.02,3,10227.39,Cash
TXN10730,26 Oct 2022,Student_0104,  Arts  ,Certificate,West,2705.96,"$1,033.94",1,1672.02,Loan
TXN10294,2023-11-28,Student_0471,Arts,PhD,None,28636.71,0,3, 85910.14413662019 ,Credit Card
TXN10407,06 Sep 2024,Student_0071,Education,PhD,South,33196.25,0,2,66392.5,Credit Card
TXN10335,2023-06-28,Student_0305,Sciences,Graduate,North,15625.33,0,5,78126.65,Loan
TXN10152,2022-06-03,Student_0067,Business,Graduate,North,10377.6,0,unknown,"$51,887.98",Loan
TXN10485,2022-12-27,  Student_0146  ,Business,Certificate,West,635.19,1762.44,3,-3381.73,Cash
TXN10762,09/03/24,Student_0277,Arts,Certificate,North,1257.99,0,6,7547.94,bank transfer
TXN10467,2022/01/20,Student_0109,Business,Undergraduate,North,5235.09,0,6,31410.52,Credit Card
TXN10426,2023/01/10,Student_0778,Medicine,Graduate,West,19381.8,0,2,38763.6, Scholarship
TXN10290,09/24/22,Student_0673,Medicine,Graduate,South,15656.99,0,1,15656.99,Scholarship
TXN10393,03-01-2024,Student_0598,Business,Graduate,East,17564.31,0,5,87821.54,  Bank Transfer  
TXN10402,12 Sep 2023,Student_0787,Arts,Undergraduate,South,3344.53,0,6,,Credit Card
TXN10668,"December 26, 2024",Student_0420,Education,Undergraduate,East,8056.99,0,2,16113.98,SCHOLARSHIP
TXN10701,15 Apr 2024,Student_0770,Medicine,PhD,South,33738.56,1141.62,,65193.89,Loan
TXN10750,2022-06-26,Student_0167,Education,Certificate,Central,973.25,0,5,4866.25,Scholarship
TXN10186,"November 29, 2024",Student_0705,EDUCATION,Diploma,South,4846.31,0,6,29077.84,  Loan  
TXN10516,30-11-2022,Student_0499,Law,,North,867.83,0,5,,Credit Card
TXN10632,10/15/2022,Student_0493,Law,PhD,South,26115.15,0,1,26115.15,  Credit Card  
TXN10739,2022-06-18,,Law,PhD,West,26439.95,0,3,79319.84,Cash
TXN10270,"December 06, 2022",Student_0621,Arts,Graduate,East,18088.87,unknown,6.0,103670.37,Credit Card
TXN10289,2022/01/18,,EDUCATION,diploma,West,2377.17,0,null,7131,Loan
TXN10006,24 Jan 2022,student_0739,Sciences,Certificate,east,1989.72,0,5,9948.61,Credit Card
TXN10064,03/28/22,Student_0020,  Medicine  ,Certificate,West,2259.18,0,1,,Credit Card
TXN10672,08-02-2024,Student_0376,Business,Certificate,West,-2761.337050611544,0,6,16568.02,Credit Card
TXN10211,11/26/2022,Student_0645,Law,Graduate,South,18000.38,0,2,36000.76,Cash
TXN10042,11/12/22,Student_0734,Medicine,Undergraduate,West,6671.92,0,4,26687.66,Loan
TXN10057,03-12-2024,Student_0470,  -  ,Diploma,West,1990.74,0,6.0,11944,Loan
TXN10127,08/04/2024,Student_0415,Law,Graduate,,10926.96,0,3,32780.87,Bank Transfer
TXN10753,"October 02, 2023",Student_0436,Medicine,  Diploma  ,East,4766.57,0,6,28599.4,Credit Card
TXN10266,2024-12-19,Student_0496,Medicine,Certificate,East,1024.61,0,1,1024.61,Bank Transfer
TXN10568,30-01-2023,Student_0292,Business,Diploma,East,1800.47,0,3,5401.42,  Bank Transfer  
TXN10323,09/14/2022,Student_0134,Law,Undergraduate,  North  ,10331.17,0,N/A,-,Loan
TXN10693,02/27/23,Student_0738,Business,PhD,Central,25221.99,0,2,50443.98,  Bank Transfer  
TXN10079,2022/04/08,Student_0672, Sciences,Diploma,West,2639.91,0,3,7919.74,Scholarship
TXN10670,19-10-2023,Student_0729,Arts,Diploma,,4548.18,0,6,27289.08,Bank Transfer
TXN10364,12/21/2022,Student_0161,medicine,Graduate,West,10486.5,N/A,6,62919.02,Bank Transfer
TXN10053,09/16/23,STUDENT_0119,Law, Certificate,West,1255.48,0,1,1255.48,Bank Transfer
TXN10139,13 Mar 2023,Student_0767,Engineering,Graduate,SOUTH, 14366.099318560173 ,0,4,57464.4,Scholarship
TXN10706,12/23/22,Student_0301,null,Diploma,South,"$4,759.49",0,6,28556.93,Bank Transfer
TXN10464,07/27/2023,Student_0263,Medicine,Certificate,central,1237.24,0,3,3711.72,Loan
TXN10796,N/A,Student_0416,Law,Certificate,West,795,456.42,3,1014.28,Cash
TXN10511,21-02-2023,Student_0653,Law,Graduate,North,17888.82,1445.03,2,32887.59,Bank Transfer
TXN10345,10/17/23,Student_0490, Medicine,Graduate,Central,16562.77,0,5,82813.84,Scholarship
TXN10692,02/26/2023,Student_0778,Education,Diploma,South,3325.61,0,-4,13302.43,Loan
TXN10372,2024/12/28,Student_0610,Law,Diploma,Central,1523.46,0,6,9140.76,Loan
TXN10209,12/23/22,Student_0670,Law,Undergraduate,North,11715.97,0,6,70295.84,Credit Card
TXN10717,"July 22, 2023",Student_0582,Engineering,Undergraduate,West,4700.35,1881.42,4,11275.73,Credit Card
TXN10709,03/23/2022,Student_0208, Sciences,PhD,North,16336.38,,5,81681.89,
TXN10078,2023/01/09,  Student_0139  ,Medicine,PhD,East,21770.95,1357.03,6,122483.48,Scholarship
TXN10690,invalid,Student_0714,  Education  ,Certificate,North,2085.83,,4,8343.31,Credit Card
TXN10608,"April 13, 2024",Student_0278,Education,Certificate,Central,2106.57,1260.09,1,846.48,Loan
TXN10246,2022-11-13,Student_0039,Engineering,PhD,Central,30430.46,0,5,152152.31,Bank Transfer
TXN10216,17-09-2024,Student_0315,Law,PhD,South,22949.08,566.65,2,44764.87,bank transfer
TXN10092,10/15/2023,Student_0403,Sciences,Diploma,East,2170.23,0,3,6510.7,Cash
TXN10658,2023-06-20,student_0780,Law,PhD,North,29300.47,0,5,146502.34,cash
TXN10026,2023/09/04,Student_0400,Education,Undergraduate,Central,10925.91,1236.24,1,9689.67,Scholarship
TXN10044,2024-04-21,Student_0326,Education,PhD,West,18773.05,1455.5,2,34635.1,Bank Transfer
TXN10541,2024-06-19,null,Medicine,PhD,South,28215.53,$0.00,4,112862.12,Cash
TXN10280,2022-04-19,Student_0721,Sciences,diploma,East,5314.37,0,3,15943.1,Scholarship
TXN10535,03/25/24, Student_0674,  Business  ,Certificate,Central,1206.49,0,3,3619.47,Scholarship
TXN10309,03-02-2024,Student_0464,Arts, Graduate,Central,12232.54,681.24,3,34653.89,Cash
TXN10602,"January 30, 2024",Student_0372,Engineering,Diploma,Central,4925.95,0,1,4925.95,Bank Transfer
TXN10232,N/A,Student_0353,Arts,Certificate,West,1414.46,,1,1414.46,Bank Transfer
TXN10481,2022-07-02,Student_0184,Business,PhD,East,33681.12,0,5,168405.6,TBD
TXN10208,2024-01-05,Student_0225,Business,Diploma,Unknown,3507.99,0,6,21047.95,null
TXN10524,08/04/23,Student_0124,,Certificate,Central,2244.13,393.2,4,7403.71,Scholarship
TXN10008,2024/12/26, Student_0129,Medicine,Graduate,East,19363.39,354.18,1,19009.22,Bank Transfer
TXN10674,"August 05, 2022",  Student_0125  , Education,PhD,North,33178.23,327,6,197109.24,  
TXN10483,04 Aug 2024,Student_0096,Arts,Undergraduate,west,6382.4, 0 ,2,12764.79,Scholarship
TXN10741,01 Nov 2022,,Education,graduate,North,-19815.18407289292,0,2,39630.37,Credit Card
TXN10791,2024/09/03,Student_0684,Education,Undergraduate,Unknown,7750.29,0,3, 23250.866775206967 ,Credit Card
TXN10305,03/10/22,Student_0544,Engineering,Diploma,North,3379.97,279.6,,18602.22, Bank Transfer
TXN10265,2024-01-08,Student_0096,Law,Diploma,North,4611.81,$0.00,4,-18447.245125452,Credit Card
TXN10207,01/20/24,Student_0229,Medicine,Undergraduate,South,5345.55,1809.17,6,21218.23,Loan
TXN10300,04/28/2023,Student_0121,Medicine,Certificate,Central,2875.75,0,3,"$8,627.24",Cash
TXN10797,2022/10/26,Student_0195,Engineering,Graduate,North,14741.53,0,6,88449.17,Credit Card
TXN10420,2024/06/06,Student_0160,Sciences,,West,22554,1047.28,5,107535.33,Loan
TXN10527,08/04/2022,Student_0746,Sciences,Undergraduate,  North  ,11408.11,-,6.0,68448.63,Loan
TXN10333,05/16/2023,Student_0241,Sciences,PhD,North, 16947.0009845716 ,0,4,-,Scholarship
TXN10718,05/16/2024,Student_0041,Engineering,,East,10624.57,0,2,21249.14,Loan
TXN10416,07/08/24,Student_0524,Education,PhD,North,28327.41,0,5,141637.06,Bank Transfer
TXN10572,01/27/23,Student_0384,Education,,West,24321.52,1406.07,2,45830.89,Credit Card
TXN10321,2022-10-22,Student_0141,Arts,PhD,East,28708.87,0,5,143544.37,Loan
TXN10284,08/18/24,Student_0525,Education,Diploma,East,4108.33,0,null,20541.64,Loan
TXN10113,,,Sciences,Diploma,  South  ,2328.21,0,5,"$11,641.07",Loan
TXN10619,22-05-2022,Student_0323,Business,Graduate,South,11701.78,0,2,23403.56,Bank Transfer
TXN10319,2024/06/12,Student_0265,Sciences,PhD,North,34886.66,,5,174433.3,Bank Transfer
TXN10141,11-05-2024,Student_0560,Engineering,Diploma,,"$3,877.29",0,N/A,11631.87,Scholarship
TXN10342,22 Apr 2022,Student_0688,Engineering,PhD,East,27907.95,0,6,167447.71,Cash
TXN10101,2023-04-29,student_0684,Arts,PhD,Central,26649.22,0,6,159895.29,Credit Card
TXN10514,28 Mar 2023,Student_0146,None,Diploma,North,2007.42,0,2,4014.85,Loan
TXN10355,04 Jun 2024,Student_0318,Business,Graduate,North,12662.03,0,1,12662.03,Loan
TXN10489,2023-11-19,Student_0181,Sciences,Certificate,South,1525.97,833.98,5,3459.93,Credit Card
TXN10142,09-11-2022,Student_0086,Education,Diploma,South,3369.44,0,6,20216.66,Cash
TXN10538,"June 01, 2024",Student_0054,null,Undergraduate,Central,6443.29,0,2,12886.59,Bank Transfer
TXN10453,2023-07-06,Student_0450,Business, PhD,,24413.97,0,4,97655.89,Bank Transfer
TXN10501,"August 04, 2023",Student_0218,sciences,Graduate,Central,14809.63,0,5,74048.16,Scholarship
TXN10190,26 Jan 2023,student_0347,Business,Diploma, Central,2343.95,1874.39,2,939.11,
TXN10734,2024-10-07,Student_0082,Law,PhD,East,24653.29,318.96,2,48668.66,Credit Card
TXN10431,08/14/2024,Student_0457,Engineering,Diploma,South,2075.38,0,6.0,12452.26,Cash
TXN10752,02 Feb 2024,Student_0347,Engineering,Graduate,WEST,8436.55,0,1, 8436.553786955124 ,Bank Transfer
TXN10779,"December 30, 2022",Student_0486,Medicine,Undergraduate,West,11237.11,0,6,67422.69,Cash
TXN10131,2022/12/11,Student_0469,Education,Undergraduate,central, 9849.509566908819 ,0,2,19699.02,Cash
TXN10428,2023/10/08,Student_0246,Education,Certificate,North,1342.57,0,,8055.45,Scholarship
TXN10159,06/09/2022,Student_0356,Business,Diploma,North,4378.41,387.4,2,,Bank Transfer
TXN10623,"February 01, 2024",Student_0425,Law,Graduate,Central,13637.75,0,6,81826.51,Cash
TXN10385,2024/02/10,Student_0616,Medicine,Undergraduate, North,3278.53,1697.75,,9484.66,Credit Card
TXN10470,2023-12-15,Student_0278,Medicine,PhD,North,18627.31,0,5,93136.55,Bank Transfer
TXN10147,2024/10/07,Student_0795,Business,PhD,South,20831.9,,4,83327.61,Cash
TXN10221,05/19/22,Student_0649,Law,Certificate,East,1651.8,0,4,6607.2,CREDIT CARD
TXN10569,"December 05, 2024",Student_0661,Engineering,Graduate,Central,16767.9,0,5,83839.48,Bank Transfer
TXN10360,02 Feb 2022,Student_0193,Education,Certificate,South,1256.64,0,2,2513.28,Scholarship
TXN10647,2023/01/03,,Sciences,Diploma,EAST,4786.71,0,5,23933.56,Scholarship
TXN10124,TBD,Student_0719,Sciences,Diploma,north,4120.1,1161.86,5,14791.18,Loan
TXN10281,2024/01/08,Student_0428,Medicine,Certificate,,1028.04,0,2,2056.08,BANK TRANSFER
TXN10161,02/08/2024,  Student_0750  ,Arts,Undergraduate,East,3180.7,0,-,3180.7,Scholarship
TXN10656,"May 20, 2023",Student_0685,Education,Certificate,East,1070.93,1851.65,1,-780.72,Scholarship
TXN10093,12 Apr 2023,Student_0053,Sciences,Undergraduate,Central,8253.32,0,5,41266.6,Cash
TXN10534,2024-06-13,Student_0244,Sciences,Undergraduate,Central,4061.93,,3,12185.8,  Cash  
TXN10783,"June 12, 2023",Student_0323, Business,PhD,South,19093,0,2,38185.59,Cash
TXN10083,10/02/2024, Student_0126,  Law  ,PhD,West,23925.46,0,6,143552.77,Cash
TXN10793,08/29/2023,Student_0549,Education,Certificate,Central,2451.3, 733.541005063861 ,,1717.76,Credit Card
TXN10123,2023/08/20,  Student_0710  ,Business,Diploma, West,4567.71,1190.18,6,20265.17,  Scholarship  
TXN10090,21-08-2024,,business, Graduate,East,15000.13,0,4,60000.52,Bank Transfer
TXN10445,14 Aug 2022,Student_0562,Sciences,CERTIFICATE,East,564.77,0,3,1694,Bank Transfer
TXN10308,"May 18, 2022",Student_0727, Sciences,Undergraduate,central,6290.32,0,3,18870.95,Bank Transfer
TXN10486,09/13/24,Student_0549,Arts,Certificate,East,2908.41,0,3,8725.24,  Bank Transfer  
TXN10456,31 Jul 2022,Student_0748,Law,PhD,Central,19947.09,0,4,79788.35,Bank Transfer
TXN10117,11/11/23,Student_0774,Business,PhD,North,26279.16,"$1,220.05",6,150354.67,Credit Card
TXN10646,11/06/24,Student_0148,Law,Graduate,North,"$13,425.34",0,3,40276.02,Cash
TXN10023,10/09/24,Student_0250,Education,Diploma,North,4958.2,0,6,29749.21,Loan
TXN10563,02/20/22,Student_0790,Arts,Certificate,East,2406.75,1486.24,2,1841.02,Scholarship
TXN10591,15 May 2023,Student_0051,Engineering,Certificate,West,2484.11,0,5,unknown,Bank Transfer
TXN10448,07/19/23,Student_0534,Law,Certificate,East,1644,0,4,6577.87,  Cash  
TXN10708,23 Jun 2023,Student_0367,Sciences,Undergraduate, South,7262.92,702.02,1,6560.9,Loan
TXN10474,"January 26, 2022",Student_0427,Education,Diploma,Central,2211.78,0,1,2211.78,Cash
TXN10013,2022/06/14,  Student_0191  ,  Engineering  ,PhD,west,16002.85,0,1,16002.85,Scholarship
TXN10177,29-12-2022,  Student_0650  ,Business,Certificate,South,1290.96,0,4,-5163.834576487089,Scholarship
TXN10738,01/18/2022,Student_0554,Arts,Diploma,South,,0,1,4170.51,Credit Card
TXN10432,10 Sep 2022,Student_0140,Sciences,PhD,East,30326.18,0,6,181957.06,Scholarship
TXN10697,04 Jan 2022,Student_0046,Engineering,PhD,West,28424.85,0,2,56850,Credit Card
TXN10251,2022-06-25,  Student_0758  ,Engineering,Certificate,,2810.53, 0 ,2,,Bank Transfer
TXN10135,10 Jul 2022,Student_0470,Law,PhD,Central,33726.72,864.33,3,98587.18,Credit Card
TXN10515,04-05-2024,Student_0317,Medicine,Certificate, Central,937.38,0,3,2812.14,Cash
TXN10126,2024/07/21,Student_0212,Sciences,PHD,West,33410.95,0,3,100232.85,Cash
TXN10047,12/23/24,Student_0580,Arts,Undergraduate,Central,10165.29,0,4,40661.16,Scholarship
TXN10005,23 Jun 2023,Student_0599,Sciences,Certificate,South,2712,N/A,3,8135.12,Scholarship
TXN10194,2023/02/22,  -  ,arts,Graduate,Central,16200.68,0,6,97204.1,Credit Card
TXN10519,01/03/24,Student_0363,Engineering,Certificate,North,,0,5.0,4232.62,Credit Card
TXN10048,2022-11-20,Student_0453,Arts,Certificate,West,2167.1,1818.04,3,1047.2,Cash
TXN10492,05/30/2024,Student_0570,Education,Graduate,North,12492.87,0,3,37478.61,Bank Transfer
